id,user_id,task_id,time,page_type,episode_start,domain,query,query_word_count,url,transition,domain_status,query_status,action,duration,duration_cut
,7,2,2025-01-30 10:29:40.343000+00:00,SYSTEM,True,TASK_STARTED,,0,TASK_STARTED,generated,UNKNOWN,UNKNOWN,TASK_STARTED,6.504,0.0
,7,2,2025-01-30 10:29:46.847000+00:00,SYSTEM,False,SEARCH_STARTED,,0,SEARCH_STARTED,generated,UNKNOWN,UNKNOWN,SEARCH_STARTED,8.952,0.0
,7,2,2025-01-30 10:29:55.799000+00:00,SEARCH_ENGINE,True,www.google.com,,0,https://www.google.com/,link,NEW,UNKNOWN,UNKNOWN,5.221,0.0
,7,2,2025-01-30 10:30:01.020000+00:00,SEARCH_ENGINE,False,www.google.com,la redbull fa male?,4,https://www.google.com/search?q=la+redbull+fa+male%3F&sca_esv=3e7026d05fa1ec3b&source=hp&ei=o1SbZ_fZDZCO9u8PormNqA0&iflsig=ACkRmUkAAAAAZ5tis16Vdba4sQhPGe2WPhL1LEncoc97&ved=0ahUKEwi3t97Bnp2LAxUQh_0HHaJcA9UQ4dUDCA4&uact=5&oq=la+redbull+fa+male%3F&gs_lp=Egdnd3Mtd2l6IhNsYSByZWRidWxsIGZhIG1hbGU_MgUQABiABDIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMggQABgWGAoYHjIGEAAYFhgeSI8SUABY-g9wAHgAkAEBmAH0AaAB6xOqAQY3LjEwLjK4AQPIAQD4AQGYAhKgAu4SwgIOEC4YgAQYsQMYgwEYigXCAgsQABiABBixAxiDAcICCBAuGIAEGLEDwgIOEC4YgAQYsQMY0QMYxwHCAgsQLhiABBjHARivAcICCxAuGIAEGLEDGIMBwgIOEC4YgAQYsQMYxwEYrwHCAhEQLhiABBixAxjRAxiDARjHAcICFBAuGIAEGLEDGNEDGIMBGMcBGMkDwgIOEAAYgAQYkgMYuAQYigXCAg4QLhiABBjHARiOBRivAcICBRAuGIAEwgIHEAAYgAQYCsICBRAAGO8FwgIIEAAYgAQYogSYAwCSBwU3LjkuMqAHi5gB&sclient=gws-wiz,link,SAME,NEW,NEW_SEARCH_SAME_ENGINE,3.633,0.0
,7,2,2025-01-30 10:30:04.653000+00:00,RESULT,False,www.redbull.com,,0,https://www.redbull.com/it-it/energydrink/red-bull-non-fa-male,link,NEW,UNKNOWN,NEW_RESULT,11.867,0.0
,7,2,2025-01-30 10:30:16.520000+00:00,SEARCH_ENGINE,True,www.google.com,la redbull fa male?,4,https://www.google.com/search?q=la+redbull+fa+male%3F&sca_esv=3e7026d05fa1ec3b&source=hp&ei=o1SbZ_fZDZCO9u8PormNqA0&iflsig=ACkRmUkAAAAAZ5tis16Vdba4sQhPGe2WPhL1LEncoc97&ved=0ahUKEwi3t97Bnp2LAxUQh_0HHaJcA9UQ4dUDCA4&uact=5&oq=la+redbull+fa+male%3F&gs_lp=Egdnd3Mtd2l6IhNsYSByZWRidWxsIGZhIG1hbGU_MgUQABiABDIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMggQABgWGAoYHjIGEAAYFhgeSI8SUABY-g9wAHgAkAEBmAH0AaAB6xOqAQY3LjEwLjK4AQPIAQD4AQGYAhKgAu4SwgIOEC4YgAQYsQMYgwEYigXCAgsQABiABBixAxiDAcICCBAuGIAEGLEDwgIOEC4YgAQYsQMY0QMYxwHCAgsQLhiABBjHARivAcICCxAuGIAEGLEDGIMBwgIOEC4YgAQYsQMYxwEYrwHCAhEQLhiABBixAxjRAxiDARjHAcICFBAuGIAEGLEDGNEDGIMBGMcBGMkDwgIOEAAYgAQYkgMYuAQYigXCAg4QLhiABBjHARiOBRivAcICBRAuGIAEwgIHEAAYgAQYCsICBRAAGO8FwgIIEAAYgAQYogSYAwCSBwU3LjkuMqAHi5gB&sclient=gws-wiz,back,SAME,SAME,SAME_SEARCH,6.352,0.0
,7,2,2025-01-30 10:30:22.872000+00:00,RESULT,False,ilfattoalimentare.it,,0,"https://ilfattoalimentare.it/red-bull-energy-drinks-allerta.html#:~:text=Non%20bere%20pi%C3%B9%20di%20125,e%20un%20aumento%20dell'ansia.",link,NEW,UNKNOWN,NEW_RESULT,5.021,0.0
,7,2,2025-01-30 10:30:27.893000+00:00,SEARCH_ENGINE,True,www.google.com,la redbull fa male?,4,https://www.google.com/search?q=la+redbull+fa+male%3F&sca_esv=3e7026d05fa1ec3b&source=hp&ei=o1SbZ_fZDZCO9u8PormNqA0&iflsig=ACkRmUkAAAAAZ5tis16Vdba4sQhPGe2WPhL1LEncoc97&ved=0ahUKEwi3t97Bnp2LAxUQh_0HHaJcA9UQ4dUDCA4&uact=5&oq=la+redbull+fa+male%3F&gs_lp=Egdnd3Mtd2l6IhNsYSByZWRidWxsIGZhIG1hbGU_MgUQABiABDIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMggQABgWGAoYHjIGEAAYFhgeSI8SUABY-g9wAHgAkAEBmAH0AaAB6xOqAQY3LjEwLjK4AQPIAQD4AQGYAhKgAu4SwgIOEC4YgAQYsQMYgwEYigXCAgsQABiABBixAxiDAcICCBAuGIAEGLEDwgIOEC4YgAQYsQMY0QMYxwHCAgsQLhiABBjHARivAcICCxAuGIAEGLEDGIMBwgIOEC4YgAQYsQMYxwEYrwHCAhEQLhiABBixAxjRAxiDARjHAcICFBAuGIAEGLEDGNEDGIMBGMcBGMkDwgIOEAAYgAQYkgMYuAQYigXCAg4QLhiABBjHARiOBRivAcICBRAuGIAEwgIHEAAYgAQYCsICBRAAGO8FwgIIEAAYgAQYogSYAwCSBwU3LjkuMqAHi5gB&sclient=gws-wiz,back,SAME,SAME,SAME_SEARCH,8.124,0.0
,7,2,2025-01-30 10:30:36.017000+00:00,SEARCH_ENGINE,False,www.google.com,cosa contiene la redbull?,4,https://www.google.com/search?q=cosa+contiene+la+redbull%3F&sca_esv=3e7026d05fa1ec3b&ei=qFSbZ8CnDfD87_UPub3pyAo&ved=0ahUKEwjAm4_Enp2LAxVw_rsIHbleGqkQ4dUDCBA&uact=5&oq=cosa+contiene+la+redbull%3F&gs_lp=Egxnd3Mtd2l6LXNlcnAiGWNvc2EgY29udGllbmUgbGEgcmVkYnVsbD8yBxAAGIAEGA0yCBAAGBYYChgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgUQABjvBTIIEAAYgAQYogRIuyRQAFilIHAAeACQAQCYAZYBoAGVEaoBBDE5Lja4AQPIAQD4AQGYAhmgAscRwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgILEC4YgAQYsQMYgwHCAg4QABiABBixAxiDARiKBcICDhAuGIAEGLEDGMcBGK8BwgIREC4YgAQYsQMY0QMYgwEYxwHCAg4QLhiABBixAxjRAxjHAcICERAuGIAEGLEDGIMBGMcBGK8BwgIOEC4YgAQYsQMYgwEYigXCAggQLhiABBixA8ICChAAGIAEGEMYigXCAg4QLhiABBjHARiOBRivAcICBRAAGIAEwgIOEAAYgAQYkgMYuAQYigXCAgsQABiABBiSAxiKBcICBRAuGIAEwgIHEAAYgAQYCpgDAJIHBDE5LjagB-KyAQ&sclient=gws-wiz-serp,link,SAME,NEW,NEW_SEARCH_SAME_ENGINE,4.527,0.0
,7,2,2025-01-30 10:30:40.544000+00:00,SEARCH_ENGINE,False,www.google.com,cosa contiene la red bull?,5,https://www.google.com/search?sca_esv=3e7026d05fa1ec3b&q=cosa+contiene+la+red+bull?&spell=1&sa=X&ved=2ahUKEwibl4DVnp2LAxV9hf0HHYLPD5QQBSgAegQIChAB&biw=1440&bih=812&dpr=2,link,SAME,REFINE,REFINE_SEARCH,3.83,0.0
