user_id,task_id,S_Start_Time,S_Duration,S_Duration_Cut,S_Duration_Net,S_Duration_GloAvg,S_Duration_SeaAvg,S_Duration_ResAvg,S_Actions_Glo,S_Actions_Sea,S_Actions_Res,S_Browser_Navigation,S_Tabs_glo,S_Episodes,S_Episodes_DurationAvg,S_Episodes_ActionsAvg,S_Queries_Glo,S_Queries_New,S_Queries_Rev,S_Queries_Rep,S_ResultDomain_New,S_ResultDomain_Same,S_ResultDomain_Seen,S_SearchDomain_New,S_SearchDomain_Same,S_SearchDomain_Seen,S_Domain_Spread,S_Action_Result_Bounce,S_Action_Result_Screen,S_Action_Result_Scan,S_Action_Result_Read,S_Action_Result_Analyze,S_Action_Search_Bounce,S_Action_Search_Skim,S_Action_Search_Scan,S_Action_Search_Read,S_Order
922,5,2024-03-14 10:01:49,527.027,0.0,198.912,26.351350000000000,13.794125,36.13033333333330,20,8,3,1,3,5,49.72800000000000,2.25,6,2,3,1,3,0,0,1,5,0,0.3333333333333330,0,1,0,2,0,0,0,3,3,1
924,5,2024-03-14 09:47:32,1179.6630000000000,0.0,819.873,43.691222222222200,14.099600000000000,90.423875,27,10,8,8,3,7,136.6455,2.6666666666666700,8,2,2,4,5,3,0,1,7,0,0.125,0,4,3,0,1,1,2,2,3,1
925,5,2024-03-14 09:49:20,1325.365,0.0,839.5110000000000,50.97557692307690,61.086375,76.0992,26,8,5,9,2,7,143.208,2.6666666666666700,11,4,2,5,3,1,1,1,10,0,0.2,0,0,2,2,1,1,2,3,5,1
926,5,2024-03-14 09:49:01,1040.291,0.0,813.298,69.35273333333330,137.87133333333300,,15,6,0,0,2,4,271.09933333333300,1.6666666666666700,5,3,1,1,0,0,0,1,4,0,0.0,0,0,0,0,0,0,0,1,4,1
929,5,2024-03-14 09:42:51,190.194,0.0,3.0,17.290363636363600,6.956,,11,2,0,0,2,3,1.5,0.5,1,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1
930,5,2024-03-14 09:47:32,1364.3950000000000,0.0,111.15300000000000,75.79972222222220,157.6516,13.569750000000000,18,5,4,0,3,5,27.788250000000000,1.75,3,2,0,1,2,1,1,1,2,0,0.25,1,2,0,1,0,0,2,0,1,1
931,5,2024-03-14 09:47:29,1272.8420000000000,0.0,45.549,79.55262500000000,12.741500000000000,3.514,16,4,3,0,3,4,15.183,1.6666666666666700,2,2,0,0,3,0,0,1,1,0,0.3333333333333330,1,2,0,0,0,0,1,0,1,1
934,5,2024-03-14 09:47:38,2106.75,0.0,654.5830000000000,65.8359375,66.14505555555550,106.18520000000000,32,18,5,7,8,9,81.82287500000000,2.0,11,5,2,4,4,0,1,1,10,0,0.2,0,1,0,2,2,0,4,4,3,1
935,5,2024-03-14 09:45:42,1466.261,0.0,167.901,77.17163157894740,69.76975,27.70216666666670,19,4,6,0,4,4,55.967000000000000,2.3333333333333300,1,1,0,0,1,5,0,1,0,0,0.16666666666666700,0,1,3,2,0,1,0,0,0,1
936,5,2024-03-14 10:02:02,750.6920000000000,0.0,189.84900000000000,37.5346,25.997,,20,11,0,0,5,5,47.462250000000000,1.75,7,5,2,0,0,0,0,1,6,0,0.0,0,0,0,0,0,0,1,1,5,1
937,5,2024-03-14 09:46:02,1443.6770000000000,0.0,559.7550000000000,30.71653191489360,8.178,19.534666666666700,47,11,27,17,4,6,111.95100000000000,7.0,8,5,0,3,5,20,2,1,7,0,0.037037037037037000,9,9,6,0,3,2,5,0,1,1
938,5,2024-03-14 10:10:10,209.963,0.0,46.682,14.997357142857100,9.081333333333330,22.805,14,3,2,0,3,4,15.560666666666700,1.0,1,1,0,0,1,0,1,1,0,0,0.5,0,0,1,1,0,1,0,0,0,3
939,5,2024-03-14 09:47:37,2107.346,0.0,758.134,105.3673,171.04885714285700,158.16175000000000,20,7,4,2,3,6,151.6268,1.8,5,3,0,2,3,1,0,1,4,0,0.25,0,0,0,1,3,0,1,1,3,1
940,5,2024-03-14 09:47:05,1056.453,0.0,849.51,58.691833333333300,108.40187500000000,5.714,18,8,1,3,2,5,212.3775,2.0,7,2,3,2,1,0,0,1,6,0,1.0,0,1,0,0,0,0,0,1,6,1
941,5,2024-03-14 10:09:09,855.2720000000000,0.0,393.06500000000000,40.72723809523810,32.030166666666700,51.7308,21,6,5,1,4,7,65.94116666666670,1.5,4,3,0,1,4,1,0,1,3,0,0.2,0,0,4,0,1,0,1,0,3,2
942,5,2024-03-14 10:07:55,543.8850000000000,0.0,314.49,27.194250000000000,3.8682000000000000,49.1915,20,5,6,7,1,6,62.898,2.2,5,1,0,4,3,0,3,1,4,0,0.16666666666666700,0,3,0,0,3,2,2,1,0,3
943,5,2024-03-14 09:46:33,828.5710000000000,0.0,239.144,37.66231818181820,20.17025,19.575800000000000,22,8,5,4,2,6,47.8288,2.4,7,3,1,3,4,0,1,1,6,0,0.2,0,1,4,0,0,0,1,1,5,1
