user_id,task_id,S_Start_Time,S_Duration,S_Duration_Cut,S_Duration_Net,S_Duration_GloAvg,S_Duration_SeaAvg,S_Duration_ResAvg,S_Actions_Glo,S_Actions_Sea,S_Actions_Res,S_Browser_Navigation,S_Tabs_glo,S_Episodes,S_Episodes_DurationAvg,S_Episodes_ActionsAvg,S_Queries_Glo,S_Queries_New,S_Queries_Rev,S_Queries_Rep,S_ResultDomain_New,S_ResultDomain_Same,S_ResultDomain_Seen,S_SearchDomain_New,S_SearchDomain_Same,S_SearchDomain_Seen,S_Domain_Spread,S_Action_Result_Bounce,S_Action_Result_Screen,S_Action_Result_Scan,S_Action_Result_Read,S_Action_Result_Analyze,S_Action_Search_Bounce,S_Action_Search_Skim,S_Action_Search_Scan,S_Action_Search_Read,S_Order
1272,1,2024-11-11 09:08:53,635.696,0.0,425.355,45.40685714285710,93.66475,50.696,14,4,1,0,1,3,212.6775,2.5,4,3,0,1,1,0,0,1,3,0,1.0,0,0,0,1,0,0,0,1,3,1
1275,1,2024-11-11 09:22:59,330.339,0.0,6.721,30.03081818181820,3.3605,,11,2,0,0,1,2,6.721,2.0,2,1,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,2,0,0,2
1276,1,2024-11-11 09:08:31,715.6310000000000,0.0,54.409000000000000,59.63591666666670,25.704500000000000,3.0,12,2,1,0,1,2,54.409000000000000,3.0,2,1,1,0,1,0,0,1,1,0,1.0,0,1,0,0,0,0,0,0,2,1
1277,1,2024-11-11 09:08:32,738.497,0.0,460.74200000000000,49.23313333333330,85.84166666666670,67.73900000000000,15,3,3,2,1,3,230.37100000000000,3.0,3,2,1,0,3,0,0,1,2,0,0.3333333333333330,0,0,0,2,1,0,0,2,1,1
1278,1,2024-11-11 09:12:03,1219.158,0.0,1173.2740000000000,35.857588235294100,30.5565,48.35482608695650,34,2,23,0,1,3,586.637,12.5,2,2,0,0,1,21,1,1,1,0,0.043478260869565200,17,3,1,0,2,0,1,0,1,2
1279,1,2024-11-11 09:21:01,453.925,0.0,392.034,41.26590909090910,256.597,135.437,11,1,1,0,1,2,392.034,2.0,1,1,0,0,1,0,0,1,0,0,1.0,0,0,0,0,1,0,0,0,1,2
1280,1,2024-11-11 09:25:14,1505.957,0.0,1356.547,79.2608947368421,25.553,147.88822222222200,19,1,9,3,1,3,678.2735000000000,5.0,1,1,0,0,3,6,0,1,0,0,0.1111111111111110,0,2,2,3,2,0,0,0,1,2
1281,1,2024-11-11 09:21:14,1496.7750000000000,0.0,1199.8320000000000,124.73125000000000,99.0115,1001.809,12,2,1,0,1,3,599.9160000000000,1.5,2,2,0,0,1,0,0,1,1,0,1.0,0,0,0,0,1,0,0,0,2,1
1282,1,2024-11-11 09:29:52,735.6080000000000,0.0,282.713,66.87345454545460,279.713,3.0,11,1,1,0,1,2,282.713,2.0,1,1,0,0,1,0,0,1,0,0,1.0,0,1,0,0,0,0,0,0,1,2
1283,1,2024-11-11 09:36:18,251.263,0.0,22.95,22.84209090909090,19.95,3.0,11,1,1,0,1,2,22.95,2.0,1,1,0,0,1,0,0,1,0,0,1.0,0,1,0,0,0,0,0,0,1,2
1284,1,2024-11-11 09:13:11,753.5920000000000,0.0,606.831,53.82800000000000,142.6975,107.14533333333300,14,2,3,0,1,3,303.4155,2.5,2,2,0,0,1,2,0,1,1,0,0.3333333333333330,0,0,2,0,1,0,0,0,2,1
1285,1,2024-11-11 09:27:05,267.557,0.0,35.232,22.29641666666670,1.865,16.683500000000000,12,1,2,1,1,2,35.232,3.0,1,1,0,0,2,0,0,1,0,0,0.5,0,1,1,0,0,1,0,0,0,2
1287,1,2024-11-11 09:14:50,1005.707,0.0,820.48,100.5707,,820.48,10,0,1,0,1,2,820.48,1.0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,1
1288,1,2024-11-11 09:26:38,393.05100000000000,0.0,251.067,26.203400000000000,16.186,67.503,15,3,3,1,1,3,125.5335,3.0,3,2,1,0,2,1,0,1,2,0,0.3333333333333330,0,0,0,3,0,0,1,0,2,1
1289,1,2024-11-11 09:23:36,644.605,0.0,373.07400000000000,35.81138888888890,28.55633333333330,67.24533333333330,18,6,3,3,1,4,124.35800000000000,3.0,6,3,3,0,2,1,0,1,5,0,0.3333333333333330,0,0,1,0,2,0,1,1,4,2
1290,1,2024-11-11 09:13:08,883.431,0.0,703.788,67.95623076923080,10.796,341.09800000000000,13,2,2,2,1,3,351.894,2.0,2,1,1,0,2,0,0,1,1,0,0.5,0,0,0,0,2,0,1,0,1,1
1291,1,2024-11-11 09:13:08,959.567,0.0,787.295,73.81284615384620,17.188000000000000,376.4595,13,2,2,0,1,3,393.6475,2.0,2,2,0,0,2,0,0,1,1,0,0.5,0,0,0,0,2,0,1,0,1,1
1294,1,2024-11-13 09:11:10,1028.8080000000000,0.0,8.544,93.52800000000000,5.544,3.0,11,1,1,0,1,2,8.544,2.0,1,1,0,0,1,0,0,1,0,0,1.0,0,1,0,0,0,0,1,0,0,1
